SubModelID,SubModelName
2497,Comfort LT
2498,Elegance LT
2499,Edicion Especial
2500,Monocab
2501,Essentia
2502,Conveniencia
2503,Juvenil Lujo
2504,Juvenil Tipico
2505,LH
2506,Equipado
2507,LX Base
2508,LX Equipada
2509,Dream Edition
2511,Equipada
2512,LX Family Comfort Edicion Especial
2513,C Heritage
2514,Street Cruiser Route 66
2515,C Heritage Edition II
2516,C Lujo
2517,Street Cruiser Pacific Coast Highway Edition
2518,Touring Equipada
2519,Touring Premium
2520,Runner
2521,ES Lujo
2522,GV
2523,GVSS
2524,SLT Daytona
2525,SLT Night Runner Sport
2526,SLT Sport
2527,SXT Premium
2528,SRT8 Super Bee
2529,ATX
2530,MTX
2531,SLT Premium
2532,SXT Sport
2533,SLT Big Horn
2534,Lujo HL
2535,Lujo SL
2536,Challenge Stradale
2537,Adventure
2538,ELX
2539,1.8R
2540,Climbing
2541,Schumacher
2542,ML
2543,Active
2544,Dynamic Turbo
2545,Sport Turbo
2546,Adventure S
2547,Adventure ST
2548,Adventure SX
2550,Lounge
2551,Vintage
2552,Aust
2553,Equi
2554,GT Equippe
2555,Mid
2556,GL Plus
2557,Power
2558,XLT VIP
2559,High
2560,LS VIP
2561,Deportivo
2562,Deportivo Equi
2565,SE Equi
2566,ZX2 Equi
2567,ZX2 Tipico
2569,Budget
2570,Flair
2571,Fun
2572,Semi-Equipado
2574,XLT Chateau
2578,L PS
2579,Ikon Base
2580,Ikon Mid
2581,Core
2582,Trend
2583,Manual
2585,First
2586,Trend Comfort
2587,Base Taxi
2589,Racing
2590,Flotillera
2591,Austero
2592,Harley Centenario
2593,Sport FX4
2594,ST220
2595,GT Base
2596,GT Equipado
2597,XLT Deportivo
2598,SEL Premium
2599,LX Austero
2600,SE Tipico
2601,SEL Plus
2602,SVP
2603,SVP Edicion Limitada
2604,Eddie Bauer Max
2605,Doble Cab
2606,Cab Reg
2607,Cromo
2608,Lariat Cromo
2609,2500D
2610,2500E
2611,2500S
2612,3500D
2613,3500E
2614,3500S
2615,5500S
2616,CC
2617,KCA
2618,KCC
2619,EX-R SIR
2620,EX Special Edition
2621,EXL
2622,EXS
2623,LXS
2624,LX SE
2626,Premium TA
2627,TA
2628,60 Aniversario
2629,X AT
2630,Limited Premium
2631,65 Aniversario
2632,Sport 65 Aniversario
2633,X 65 Aniversario
2634,Sport Edicion Especial
2635,Sky Slider
2636,HSE Premium
2637,SE Premium
2638,Premium Sport
2639,Sport Premium
2640,Designer
2641,111
2642,111s
2643,111R
2644,Spark
2645,Evoluzione
2646,Clasico
2647,Kompressor Elegance
2648,Kompressor Sport
2649,Avantgarde
2650,Kompressor Classic
2651,Classic Plus
2652,Kompressor Avantgarde
2653,Kompressor Evolution
2654,316 CDI
2655,416 CDI
2656,Introduction
2657,315 CDI
2658,415 CDI
2659,515 CDI
2660,Chili
2661,Pepper
2662,S Chili
2663,S Hot Chili
2664,S Salt
2665,Salt
2666,Checkmate
2667,Park Lane
2668,S Checkmate
2669,S Park Lane
2670,Seven
2671,S Sidewalk
2672,LS V6
2673,XLS Touring
2674,Family
2675,ES Diamond
2676,LS Diamond
2677,XLS Premium
2678,GT SE
2679,2000 GSR
2680,GLE-E
2681,GSS
2682,GS I Austero
2683,Tipico Plus
2684,GS I Plus
2685,GS II
2686,GS II Plus
2687,GS II Austero
2688,GS I Taxi
2689,Grado A
2690,Grado K
2691,Grado K Plus
2692,Grado Q
2693,GXE Sport
2695,Convenient
2696,GS I
2697,SE Elite
2698,SE Touring
2699,SL Luxury
2700,SL Premium
2701,GS I Edicion Especial
2702,LE Luxury
2703,SL Special Edition
2704,XE SE
2705,XE SE Edicion Especial
2706,GS I Special Edition
2707,Emotion
2708,SLX Special Edition
2709,DV
2710,Tracking
2711,Break
2712,XR Break
2713,XT Break
2714,ST Ambiance
2715,Pack
2716,Moonlight
2717,SW
2718,X-Design
2719,XSI
2720,CC Kit Look
2721,CC Quicksilver
2722,Feline
2723,Quicksilver
2724,SW Quicksilver
2725,X Line
2726,Xbox
2727,X-Line
2728,CC RC Line
2729,CC Dynamique
2730,SW Pack
2731,SW X-Line
2732,XS Pack
2733,XS-line
2734,Doble PLC Pack
2735,PLC
2736,PLC Pack
2737,CC Roland Garros
2738,D-Sign
2739,Nokia Music Edition
2740,RC
2741,Totem
2742,Compact Feline
2743,Compact Trendy
2744,Compact Urban
2745,Maya
2746,Cargo Pack
2747,GT Milenio
2748,S Porsche Design 2
2749,S Porsche Design
2750,Authentique
2751,Expression
2752,Renault Sport
2753,MTV
2754,Grand Tour
2755,Privilege
2756,Fairway
2757,Blue Edition
2758,Initiale
2759,Kit Dynamique
2760,Campus
2761,Team Renault Sport
2762,Exception
2763,SportWay
2764,Code
2765,Trophy Sport
2766,Isotermica
2767,Pack Isotermica
2768,Coupe Cabriolet
2769,Beat
2770,Energy
2771,Dynamique
2772,Coupe Cabriolet Black Edition
2773,Coupe Cabriolet Expression
2774,Amor Amor
2775,Extreme
2776,Ride
2777,Dynamique Open Sky
2778,Expression Pack
2779,Genea
2780,Trends
2781,Coupe Cabriolet Dynamic Turbo
2782,Connoiseur
2783,Comfort Edition
2784,Tourer
2785,Luxury Line
2786,Contemporary
2787,Aero 60 Aniversario
2788,Aero Sport
2789,Linear Lujo
2790,Linear Premium
2791,Stella
2792,Signo
2793,Surf
2794,Cupra R
2795,Reference
2796,Stylance
2797,Cupra
2798,FR
2799,Blitz
2800,Fresc
2801,XSS
2802,FR Last Edition
2803,2.0T FSI
2804,Sport Up
2805,Sport Up WTCC
2806,Cupra Copa Edition
2807,Brabus
2808,Crossblade
2809,Roadster Coupe
2810,Pulse
2811,RX 320
2812,XSL
2813,2.0R
2815,SWT
2816,SOL
2818,Base Prerunner
2819,SR5 Prerunner
2820,TRD Sport Prerunner
2821,Base Premium
2822,SR5 Premium
2823,Pasillo
2824,Banca
2825,Manhattan
2826,1600I
2827,GL Jeans
2828,Atlanta
2829,Europa
2830,Cerr Central
2831,MI
2832,GLS Confort
2833,GLS VR6
2834,VR6 Carat
2835,1.8T
2836,GLS Turbo
2837,GLX Turbo
2838,Verano
2839,GL Confort
2840,Estilo
2841,Jeans
2842,GLX Sport Turbo
2843,GTI Turbo
2844,GL Variant
2845,GLS Variant
2846,GLS Wolfsburg
2847,GLS Sport Turbo
2848,Final Edition
2849,Sportline
2850,Trendline
2851,Confortline
2852,Highline
2853,Variant Comfortline
2854,Variant Trendline
2855,V6 4Motion
2856,Comfortline
2857,Comfortline Lujo
2858,GLS Edicion especial
2859,Edicion Limitada
2860,Europa Wolfsburg
2861,Trendline Wolfsburg
2862,Summer
2863,Europa 50 Aniversario
2864,GLI 50 Aniversario
2865,V6 Premium
2866,Summer Edition
2867,Sport GLX
2868,Exclusive
2869,475 Aniversario
2870,Soccer 1
2871,Soccer 2
2872,Winter 1
2873,Winter 2
2874,10 Anos
2875,Hot Wheels
2876,Alaska
2877,Sportwagen
2878,GT BT
2879,V6 TDI
2880,T4
2881,T6 Executive
2882,2.4T SE
2884,T6 Anniversary
2886,T5 Elegance
2887,T5 Sport
2888,V8 Premier
2889,T5 Addition
2890,T5 Inspiration
2891,T5 Kinetic
2892,3.2 R-Design
2893,V8 R-Design
2894,2
2895,3
2896,EcoBoost
2897,Blue
2898,SVT Raptor
2900,Unlimited Sport
2901,L Supercharged
2902,Supersport
2903,L Supersport
2904,1.6 Base
2905,Cabela's
2907,Evolution MR Touring
2908,Ralliart Sportback
2909,GTS Sportback
2910,GS Sport
2911,Trail
2912,Hybrid Platinum
2914,Denali Hybrid
2915,2.5GT
2916,3.6R
2919,4S
2920,XFE
2921,Hybrid 4Matic
2922,2.5i Premium
2923,WRX Premium
2924,ActiveHybrid
2925,xDrive28i
2927,LT Team Canada
2928,Signature Series
2929,Max King Ranch
2930,NHL SE
2931,VP
2932,2.0T GT
2933,3.8 GT
2934,S Limited
2935,X-S
2936,2u
2937,4u
2938,4u Burner
2939,4u Retro
2940,4u SX
2941,Ultra Premium
2942,Griffin
2943,X Touring
2944,2.5i Touring
2945,3.0 R Premier
2946,2.5i Sport
2947,Highline V6
2948,Execline
2949,GTC Speed
2950,LP560-4 Spyder
2951,LP550-2 Valentino Balboni
2953,LP670-4 SV
2954,S Zeppelin
2955,S Landaulet
2958,Unlimited Mountain
2959,Detonator
2960,Heat
2961,Shock
2962,Crew
2964,Uptown
2965,Mainstreet
2966,Rush
2967,Couture Edition
2969,Walter P. Chrysler Signature Series
2970,sDrive35is
2972,Touring L
2973,Touring GLS
2974,Touring SE
2975,Touring GL
2977,WRX STI Special Edition
2978,Z06 Carbon
2979,Eco
2980,EL XL
2981,Max XL
2982,XLT Premium
2983,S Hybrid
2984,S Krom
2985,3.8 R-Spec
2987,Silver Edition
2988,Touring Elite
2989,Lariat Limited
2990,XT Touring
2991,Sport SLS
2992,Latitude X
2993,Latitude
2997,PPV
2998,SRT
2999,Carrera GTS
3000,LP570-4 Superleggera
3001,S ALL4
3002,CrossCabriolet
3003,GT2 RS
3004,Citadel
3005,Turbo6
3006,Turbo4
3007,1/2 Ton
3008,3.5
3010,3100
3011,3500
3012,3900
3013,3.00E+10
3014,3E11D
3015,3E12D
3016,3.00E+13
3017,3.00E+14
3018,3E6D
3019,3E7D
3020,463
3021,473
3022,Aerobus
3023,B24
3024,CJ-3 Chassis
3025,Del Ray
3026,DeVille
3027,EU
3028,F
3029,FJ
3030,LeMans
3033,Sereies III
3034,Shelby GT-350
3035,Shelby GT-350H
3036,Shelby GT-500
3037,Shelby GT-500KR
3038,Truck
3039,Voyager EX Wagon
3040,Electric Drive
3042,LP550-2
3043,Tradesman
3044,3.6R Limited
3045,3.6R Premium
3046,VR6 Sport
3047,Fahrenheit
3048,MPG
3049,R-Line
3050,Sport GS
3051,Sport GX
3052,SXT Plus
3053,R/T Road and Track
3054,SE Canada Value Package
3055,Canada Value Package
3056,Outdoorsman
3057,GL Premium
3058,TDI Comfortline
3059,TDI Highline
3060,GT Sportback
3061,SE Sportback
3062,JLX-L
3063,Spyder GS Sport
3064,Spyder SE
3065,Laramie Longhorn
3067,5.0 R-Spec
3068,Yozora
3069,ZL1
3070,Electric
3071,TDI Cup Edition
3073,Crossover
3074,Sport S
3075,Sport SE
3076,2.0T Limited
3077,Brabus Cabrio
3078,IPL
3079,sDrive28i
3080,c Pop
3081,c Lounge
3082,Jet
3083,1.6 S
3084,1.6 SL
3085,1.6 SV
3086,1.8 S
3087,1.8 SL
3091,Crew Plus
3093,Black Edition
3094,AVP
3095,R/T Classic
3096,Laredo E
3097,Laredo X
3098,TDI Premium
3099,TDI Premium Plus
3100,TDI Prestige
3101,Sport Limited
3102,Lux Limited
3103,Lux Plus
3106,TDI SE
3107,TDI SEL
3108,TDI Executive
3109,TDI Lux
3110,TDI Sport
3111,V6 Executive
3112,V6 Lux
3113,V6 Sport
3114,ES Sportback
3117,GT3 RS 4.0
3118,S Transsyberia
3119,LE Anniversary Edition
3124,L Portfolio
3125,S Black Edition
3126,Hybrid LE
3127,Hybrid XLE
3128,Ultimate Adventure Edition
3129,Supersports
3130,LP700-4
3131,LP550-2 Spyder
3132,LP570-4 Performante Spyder
3133,Overland Summit
3134,Grand Edition
3135,L W12
3136,Carrera 4 GTS
3137,Coupe John Cooper Works
3139,Coupe S
3141,Roadster John Cooper Works
3142,Spinnaker Edition
3143,Plug-In
3144,Expo
3145,GT Spyder
3148,Hybrid-L
3150,GS-SKY
3151,Sportback Ralliart
3152,Silverstone
3153,T6 R-Design
3155,Urban
3156,JE
3157,Execline TDI
3158,Highline TDI
3159,Comfortline TDI
3160,Trendline TDI
3161,F Sport
3162,AWD V6
3165,SX Luxury
3169,4u Luxury
3170,LX+
3171,Hybrid Premium
3172,Si HFP
3173,DX-A
3174,HFP
3175,A-Spec
3176,3.6L
3178,Abarth
3179,427
3184,SE Hybrid
3186,Tradesman HD
3187,SXL
3188,Laramie Limited
3196,70th Anniversary
3274,Quadrifoglio Verde
3275,Cool
3276,Ego
3277,Envy
3278,Sport One
3280,Union Square
3281,F1
3282,Top Active Dynamic
3283,Gran Turismo
3284,Active Dynamic
3285,xDrive2.5i
3286,Navi
3287,Progresive
3289,Sport Line
3290,Urban Line
3291,Edition Exclusive
3292,Modern
3293,sDrive20i
3295,1LT
3296,1SS
3297,2SS
3298,Crew Luxe
3299,STX-L
3300,Trekking
3301,Gucci
3302,Prima Edizione
3303,XLT Base
3304,Limited Plus
3305,Unlimited Altitude
3306,I Touring
3307,Sport AMG
3308,Camden
3309,Early Grey
3310,Hot Chili
3311,Laurel
3312,Ray
3313,S Camden
3314,S Laurel
3315,S Mayfair
3316,All Black
3317,S Clubman Hampton
3318,S Redcliffe
3319,S Yours
3320,Yours
3324,Drive
3325,Sense
3326,Origin
3327,WIFI
3328,Millesim
3329,Allure
3330,Roland Garros
3331,XL Style
3332,Bocanegra
3333,MHD
3334,Pearlgrey
3335,Sharpred
3336,XT Sports
3337,TRD Sport
3338,Native
3339,Track & Fun
3340,Entry
3341,Startline
3342,Bicentenario
3343,Sport & Style
3344,Addition
3345,Inspiration
3346,Kinetic
3347,Basic
3348,R-Design
3349,Sport 2.0T
3350,Pickup
3351,Black Diamond LS
3352,Black Diamond LT
3353,Black Diamond LTZ
3354,Hybrid Prestige
3355,c Gucci
3356,Cab-and-Chassis
3357,Autobiography
3358,Hybrid SE
3359,Hybrid SEL
3360,HFE
3365,John Cooper Works GP
3366,Hybrid Trendline
3367,Hybrid Comfortline
3368,Hybrid Highline
3370,John Cooper Works ALL4
3371,LP700-4 Roadster
3372,LP570-4 Super Trofeo Stradale
3373,Abarth Cabrio
3374,Unlimited 70th Anniversary
3375,Desert Runner
3378,GT V8
3379,GTC V8
3380,Supersports ISR
3381,Li
3382,Titanium Plus
3384,Fender
3385,X-Box
3386,X Convenience
3387,Sport-tech
3388,2.5i Convenience
3392,3.0L AWD
3394,Tech
3396,V6 Tech
3397,North
3398,C Luxury
3400,R/T Rallye
3402,Energi SE
3403,Energi Titanium
3404,Baker Street
3405,Bayswater
3407,Oxford Street
3408,Reserve
3409,Reventon
3410,Grand Sport Vitesse
3411,Track Edition
3412,Summit
3413,Titanium Hybrid
3414,2.0XT Premium
3415,2.0XT Touring
3416,Access
3417,Tepee
3419,L TDI
3420,V8 S
3421,Vsport
3422,Special Service
3423,AMX
3424,Trailhawk
3425,Iceshine
3426,Pink Fever
3427,Limited Platinum
3428,Natural Gas
3430,Z/28
3431,Nova SS
3434,Hybrid Sport
3437,2.0XT Limited
3438,Protection Series
3439,Starliner
3440,Sunliner
3441,Club Victoria
3442,Town Victoria
3443,Brougham Commercial Chassis
3444,Energi SEL
3447,Vsport Premium
3448,Sun Valley
3450,Platinum Hybrid
3451,SL Hybrid
3452,SV Hybrid
3453,TDI R-Line
3454,V6 R-Line
3455,TDI SEL Premium
3456,Li'l Red Express
3457,Warlock
3458,Rallye Redline
3459,2.0i Sport
3460,Vogue
3461,1794 Edition
3462,Warlock II
3463,Vogue SE
3464,Driver's Edition
3465,Le Eco Plus
3467,3.7
3468,5.6
3469,Sport 2.5
3470,Livery
3471,Cityflame
3472,Tsurugi Edition
3473,4S Executive
3474,Turbo Executive
3475,Super Sport
3476,3.0T
3477,1
3478,3
3479,I Sport
3480,Edition 507
3484,LP570-4 Squadra Corse
3485,S Q4
3486,Comfort TDI
3488,Turbo S Executive
3489,Easy
3490,Turbo R-Spec
3491,SE 30th Anniversary Edition
3492,SXT 30th Anniversary Edition
3493,American Value Package
3494,30th Anniversary Edition
3495,Hybrid EX-L
3496,Hybrid Touring
3497,Leather
3498,EcoChic
3499,EcoSport
3500,EcoStandard
3502,sDrive18i
3503,Design Pure Traction
3504,Premier Edition
3506,Pursuit
3507,C F Sport
3508,Z51
3509,Green Park
3510,Hyde Park
3511,Range Extender
3512,Hybrid EX
3513,Hybrid LX
3514,Vsport Platinum
3518,S HighGate
3519,3.8 Ultimate
3520,SX Turbo
3521,Nismo RS
3522,Launch Edition
3523,Excellence
3525,GQ
3526,Willys Wheeler
3527,Unlimited Willys Wheeler
3528,L Executive
3529,Midnight
3532,xDrive28d
3533,Technology
3534,iTech
3535,Autobiography Dynamic
3536,Sport Hybrid SH-AWD
3537,EL Platinum
3538,ZMX
3539,DOT
3540,Seduction
3541,Momentum
3542,Momentum RD
3543,Addition Plus
3544,Perfection
3545,1.6 S Plus
3547,GT V8 S
3548,GTC V8 S
3550,XSE
3551,LE Eco
3553,Scat Pack
3554,LE Plus
3555,Progressiv
3556,Technik
3557,Autobahn
3558,TDI S
3559,Hybrid SEL Premium
3560,TDI Edition X
3562,S E-Hybrid
3564,I Limited
3565,Hybrid EX Premium
3566,Series.Blue
3568,Sportdesign
3569,Aozora Edition
3570,One
3571,Two
3572,Three
3573,Four
3574,Byte
3575,sDrive20iA
3576,sDrive18iA
3577,Hit
3578,Crossroad
3579,3.6R Touring
3580,Ultimate 2.0T
3581,SRT Hellcat
3582,SRT 392
3583,R/T Plus
3584,SSV
3585,Five
3586,Touring Sport
3587,VR6 4Motion Executive
3588,LP610-4
3589,TRD Pro
3592,Progressive
3594,TDI Technik
3595,2.0T Luxury
3596,3.0L AWD Luxury
3597,3.0L AWD Sport
3598,Executive 4 Motion
3600,GT Premium
3601,GT 50 Years Limited Edition
3602,EcoBoost Premium
3604,Autobiography Black
3605,TDI Komfort
3606,Mobility
3607,Touring Piel
3608,SLT1
3609,SLT2
3610,Targa S
3611,SE Limited Edition
3612,Hybrid XLE Premium
3613,Hybrid XLE Touring
3614,XLE Touring
3615,XLE Premium
3616,XLE Touring SE
3617,Routier
3618,Mirage S
3619,Mirage L
3620,L Diesel
3621,C Platinum
3622,T6 Momentum
3623,T6 Inscription
3624,Limited 2.0T
3625,Fuel Cell
3626,i-Style
3627,L Reserve
3628,Nevada
3629,Club Cab
3630,Sportline TDI
3631,GLI SE
3632,GLI SEL
3633,R/T Scat Pack
3634,Tradesman SLT
3635,Vento
3911,RE:FLEX
3912,Pro
3913,400 Turbo
3920,6 Man
4089,R/T Road & Track
4096,Extravagance
4097,Attractive
4098,Way
4099,HEV
4100,GLI Autobahn
4101,Trend Sport
4102,Trekking Plus
4103,Black Label
4104,Black Label Hybrid
4105,C3
4106,Estacas
4107,RAM
4108,Prospector
4109,RD
4110,Mirage TX
4111,Volare
4125,Black Line
4127,Citybeam
4130,GT Limited Edition 3
4131,GT Limited Edition
4132,T6 R-Design Platinum
4133,T5 Premier
4134,T5 Premier Plus
4135,T5 Platinum
4137,T6 Premier Plus
4138,T6 Platinum
4139,T6 Polestar
4140,Rally Edition
4161,SE Appearance
4162,Unlimited Hard Rock
4163,2.0i Limited
4164,Cross
4167,Nismo Tech
4168,Sport Tech
4169,Select
4170,R-Sport
4171,Epic
4172,Uniq
4173,Targa 4 GTS
4174,Edition
4175,4 Edition
4176,XLE Plus
4177,Hybrid XLE Plus
4178,SVR
4181,T5 R-Design Special Edition
4182,GLI Carat
4183,Speed
4184,HSE Luxury
4185,BOSE
4186,Vorsprung
4187,HSE Dynamic
4190,TDI Prestige S-Line
4191,TDI Premium Plus S-Line
4192,Range Extender Mobility
4193,L Select
4277,c Easy
4284,TDI Progressiv
4286,Sport Touring
4287,Shelby GT350
4288,Shelby GT350R
4289,xDrive28i X Line
4290,xDrive35i X Line
4291,xDrive35i M Sport
4309,Series.HyperBlue
4310,LE Limited
4311,TRD Off-Road
4312,R-Line SE
4313,R-Line SEL
4314,R-Line S
4315,R-Line Executive
4316,Eclipse
4317,TX
4318,Corto
4319,Largo
4320,SV Autobiography
4321,Sporting
4322,Inscription
4325,Unlimited Sport S
4327,s Grand Touring
4328,i Grand Touring
4329,s Touring
4330,i SV
4331,Prime
4332,Proxy
4333,Pure Tech
4334,Live
4335,T8 Momentum
4336,T8 Inscription
4337,T8 R-Design
4339,T5 Inscription Premier
4340,T5 Inscription Platinum
4348,90D
4349,P90D Signature
4350,P90D Founder
4351,xDrive40e
4352,Platinum Reserve
4353,TDI Vorsprung
4354,SX Limited
4355,Plug-In Hybrid
4356,Plug-In Hybrid Limited
4357,Plug-In Hybrid Ultimate
4358,Two Eco
4359,Three Touring
4360,Four Touring
4361,Persona Series
4362,EX-T
4365,Impulse
4366,First Edition
4367,LX 1.6T
4369,SS/T 5.9L
4370,THE 60TH ANNIVERSARY EDITION
4371,SE Luxury
4372,Design
4373,Range Extender Dynamic
4386,WBH
4387,Carbon
4388,Supercharged Dynamic
4389,HST
4390,70
4391,70D
4392,85
4393,85D
4394,P85D
4395,SE Dynamic
4396,Active Cargo
4397,All Grip
4398,Starline
4399,L Premium
4400,T6 Ocean Race
4410,Reverb
4411,Red Sport
4412,All Terrain
4413,T6 First Edition
4414,SE Limited Edition Sportback
4415,Raptor
4416,Energi Platinum
4417,SRT8 Core
4418,Project 7
4420,Victoria
4421,T8
4422,T5 Special Edition
4423,Carrera Black Edition
4425,Carrera 4 Black Edition
4427,Fleet Edition
4428,LP560-2
4430,Diesel Platinum Edition
4431,RF
4432,Evolution Final Edition
4433,Tela
4434,Urbana
4435,Urbana Trekking
4437,Unlimited Black Bear
4438,Allstar
4439,Cross Up!
4440,High Up!
4441,Move Up!
4442,Take Up!
4445,Classica
4446,Lusso
4447,FE+S
4448,FE+SV
4449,Limited Ultimate
4450,SE Ultimate
4452,V Luxury
4453,Himalaya
4454,100 Aniversario
4455,R/T Shaker
4456,R/T Plus Shaker
4457,392 Hemi Scat Pack Shaker
4458,V6 Executive 4Motion
4459,M40i
4460,xDrive35i Top Line
4461,xDrive28i M Sport
4462,xDrive28i Top Line
4463,Land of Quattro
4464,WRX GT
4465,WRX SE
4466,XV
4467,S Oxford Street
4468,S Hyde Park
4469,S All Black
4470,S Bayswater
4471,S Green Park
4472,Armor
4473,Limited Jet
4474,Wolfsburg
4475,Dune
4476,Denim
4481,Preferred
4482,Essence
4484,Select Hybrid
4485,Reserve Hybrid
4486,Premiere Hybrid
4487,Dawn Of Justice
4488,75th Anniversary
4489,Altitude
4490,High Altitude
4491,Unlimited 75th Anniversary
4504,RTL-E
4505,RTL-T
4507,GLS Premium
4508,Touring L Plus
4509,T5 Momentum
4510,T5 Inscription
4511,T8 Excellence
4512,T5 Dynamic
4513,T6 Dynamic
4514,ALL4
4515,V6 Luxury
4516,P90D
4517,GL Mid
4518,CrossGolf
4526,LX-AS
4527,ES Plus
4528,V8 Luxury
4529,V8 Elite
4530,Sport Special Edition
4531,GS I Millon y Medio
4532,SE LUX Hybrid
4533,Hybrid Titanium
4535,Adventure STX
4536,British Design Edition
4539,V8 Premium
4543,Fashion
4544,Tepee Outdoor
4545,CGI
4546,CGI Sport
4547,Sport High
4549,xDrive40e Excellence
4550,Gran Tourer Luxury
4551,iPerformance
4552,Gran Coupe Base
4553,Gran Coupe Sport Line
4554,sDrive20i X Line
4555,sDrive20i M Sport
4556,Competition Edition
4557,xDrive35i Excellence
4558,xDrive35i Extravagance
4559,Biturbo
4560,Gran Coupe M Sport
4561,Competition Edition M Performance
4562,Gran Coupe Competition Edition
4563,xDrive50i Excellence
4564,xDrive50i M Sport
4565,xDrive50i Extravagance
4567,sDrive23i
4568,50th Anniversary Special Edition
4569,ACTIV
4570,Red Edition
4571,Pure Impulse
4572,John Cooper Works Salt
4573,John Cooper Works Hot Chili
4574,SXT Lujo
4575,Pink
4576,Chasis Cabina
4577,EX Pack
4578,V6 FSI
4579,V8 R-Line
4580,Z71 LT
4582,Dynamic Edition
4583,L Sport
4584,R/T 392
4585,T/A 392
4587,R LE
4588,R XLE
4589,T3 Addition
4590,Bitono
4591,S Hot Chili ALL4
4592,T4 Addition
4593,T4 Sport
4594,75 Aniversario
4595,Zen
4596,Intens
4597,Iconic
4598,Max Platinum
4602,Preferred II
4604,SR Turbo
4605,V6 Wolfsburg
4606,P100D
4607,60
4608,60D
4609,75D
4610,Advanced
4620,Like
4621,311 CDI
4622,Limited Lujo
4623,Limited Lujo Advance
4624,Summit Elite Platinum
4626,#PinkBeetle
4627,4 Executive
4628,Polestar
4629,LP770-4
4630,Turbo Plus
4631,Pasajeros
4632,Motorsport Edition
4633,World Champion Edition
4634,Night Edition
4635,Trend Advance
4636,4Matic Avantgarde
4637,4Matic Exclusive
4638,Square
4639,Edition 463
4640,VX-R
4641,Hemi
4656,Hybrid Ultimate
4657,Plug-In Hybrid EX
4658,Hybrid LE+
4659,RF Club
4660,RF Grand Touring
4661,RF GS
4662,RF GT
4663,LP580-2
4664,Daytona 392
4665,EL SSV
4666,PTV
4667,Ventanas
4668,P
4669,SLT HD
4670,Laramie HD
4671,PL
4672,Trendline+
4673,GS-L
4693,FR Line
4694,Reference Tip
4695,Electric Limited
4696,Hybrid Blue
4697,Touring Launch Edition
4698,S E-Hybrid Platinum Edition
4699,Electric SE
4700,Premium Select Edition
4701,SX Touring
4702,R-Dynamic SE
4703,R-Dynamic HSE
4704,SRT Go Mango
4705,Blindada
4708,Xcellence
4709,AB
4720,Dual Stripes
4721,S Platinum Edition
4722,4 Sport Turismo
4723,4S Sport Turismo
4724,4 E-Hybrid
4725,4 E-Hybrid Executive
4726,4 E-Hybrid Sport Turismo
4727,Unlimited Winter Edition
4728,400 Sport
4734,4S Diesel
4735,4S Diesel Sport Turismo
4736,Turbo Sport Turismo
4737,Turbo S E-Hybrid
4738,S E-Hybrid Executive
4739,Autobiography LWB
4759,Independence
4760,Avenir
4761,S Volante
4762,S E ALL4
4763,Camioneta
4764,ECD
4765,Renegado
4766,Dakar
4767,INK
4768,CVT
4769,Unlimited Smoky Mountain
4771,R-Dynamic
4772,Luxe
4773,Trackhawk
4774,L Black Label
4776,Max SSV
4777,Max XLT
4779,Vsport Premium Luxury
4780,Premium Performance
4781,K
4782,I-TECH
4783,Super Copa
4784,Allure Pack
4785,GT Line
4787,SRT Demon
4788,Sportbrake S
4789,Sportbrake First Edition
4790,R-Dynamic S
4791,Long Range
4792,Aspire Energy
4793,Aspire Titanium
4794,1794
4795,100D
4796,GL SE
4797,Sport Ultimate
4798,Hybrid Luxe
4799,Heritage Edition
4809,Limited Tech
4813,Sport Hybrid
4814,Onyx Edition
4815,Activity Edition
4816,W12 Signature
4817,W12 S
4818,GT Supersports
4830,Midnight Edition
4831,Limited Lujo V8
4848,Edicion 20 Anos
4849,iPerformance Sport Line
4850,M Edition Black Fire
4895,Coast
4896,Plug-In Hybrid EX Premium
4898,SXL Turbo
4899,Police Responder
4900,Grand Select
4901,Hybrid Touring L
4902,Hybrid Touring Plus
4903,SV Autobiography Dynamic
4904,Landmark Edition
4905,Performante
4906,LP580-2 Spyder
4907,LP610-4 Spyder
4908,LP740-4 S
4909,xDrive
4910,Sport 410
4911,Carrera T
4912,Turbo S Exclusive Series
4927,V Premium Black Diamond
4928,30 Aniversario
4929,Sportback 100 Aniversario
4930,Sportback Attraction
4931,Sportback 30 Aniversario
4932,Extendido
4933,RS Edicion Especial
4934,Centennial Edition
4935,SXT+
4936,Sedan
4938,Cummins 2000
4939,Cummins 3000
4945,Homologado
4946,Tecnico
4950,xDrive28i Sport Line
4951,Active Tourer
4952,Plus Spyder
4953,2.4 Sport
4954,2.0T Sport
4955,Furgon
4956,Progression Luxury
4957,Sound
4958,sDrive20i Executive
4959,xDrive30i X Line
4960,M Performance Edition
4962,RST
4964,Bo Concept
4965,Deep Black
4966,White Devil
4967,Quantum
4968,Seven Chili
4969,Seven S Chili
4970,S Diesel
4971,Hybrid Plus
4972,Perfection Plus
4973,Turbo Performance
4974,sDrive20i Sport
4975,Sport-tech RS
4976,Electric Plus SE
4977,Electric Plus Limited
4978,GT Plus
4979,Trailhawk Elite
4980,Latitude Plus
4981,Plug-In Hybrid Touring
4983,Hybrid XSE
4984,Type RA
4985,SXT Plus Leather
4986,Essential
4987,sDrive20i Executive Plus
