SubModelID,SubModelName
4988,sDrive20i M Sport X
4989,Exclusive Hybrid
4990,Trendline I-Motion
4991,Trendline Plus
4992,connect
4993,Premier Plus
4994,Autograph
4995,Sensory
4996,Turbo Ultimate
5008,Grand Touring Reserve
5009,Guard VR4
5010,i Grand Touring Plus
5011,SC Style
5012,SC FR
5013,Boosterjet
5014,V Black Diamond
5015,sDrive35i Pure Traction
5016,25i Lujo
5017,25i M Sport
5018,25i Top Line
5019,30i M Sport
5020,xDrive28i Lujo
5021,2.0T Ultimate
5023,SXT Premium Plus
5024,Blacktop
5025,Limited Tungsten
5026,Limited Tungsten HD
5027,Plus Coupe
5028,xDrive50i Security Plus
5029,xDrive50i Security
5030,Guard VR6
5031,3.7 Luxe
5032,5.6 Luxe
5034,Turbo Tech
5036,AMR
5037,Allure Puretech
5038,Miura Homage
5039,Pirelli
5040,SV Roadster
5041,Performante Spyder
5042,RDW Spyder
5043,Xico
5047,Noir
5048,GT First Edition
5049,Touring Plus
5050,Hybrid GL
5051,Hybrid GLS
5052,SRT Hellcat Redeye
5067,sDrive28i Sport Line
5068,sDrive28i X Line
5069,xDrive35i M Performance
5070,xDrive50i M Performance
5071,326
5072,Swinger 340
5073,202
5078,Design & Sound
5079,Comfortline Plus
5080,T4 Momentum
5081,T4 Inscription
5082,T4 R-Design
5083,SEL Hybrid
5084,ProACTIVE
5085,Premium II
5086,TRD Off-Road Premium
5088,Plug-In Hybrid LX
5098,T6 Addition
5099,ST Line
5100,Custom Trail Boss
5101,LT Trail Boss
5102,AT4
5103,Elevation
5104,Preferred Turbo
5105,2.5i Premier
5106,3.6R Premier
5109,Electric Plus Preferred
5110,Electric Plus Ultimate
5111,Electric Preferred
5112,Electric Ultimate
5113,Hybrid Essential
5114,Hybrid Luxury
5115,Hybrid Preferred
5116,300 Sport
5117,Sportbrake Prestige
5118,XJ50
5119,RF GS-P
5120,Edition ONE
5121,Series.Gray
5122,Turbo S E-Hybrid Sport Turismo
5123,Turbo S E-Hybrid Executive
5129,SEL R-Line
5131,Reserve I
5132,Reserve II
5133,Reserve I Hybrid
5134,Reserve II Hybrid
5138,Ultra sport
5139,xDrive40i
5140,Scat Pack 392
5141,Citadel Platinum
5142,E-Sport
5143,Signature Edition
5144,LP580-2 S
5145,LP610-4 S
5146,GS-P
5147,Final Edition SE
5148,Final Edition SEL
5149,Rabbit Edition
5150,Enforcer
5151,L Eco
5152,RS Fire Edition
5153,Minuit
5154,Life
5155,Security
5156,iPerformance Excellence
5157,REX Sport
5158,sDrive18i Executive
5159,xDrive30i Executive
5160,SV Project 8
5161,SE R-Line
5163,N Line
5166,EX Designer Collection
5168,E-Hybrid
5169,GTS Sport Turismo
5170,SRT HellCat Edicion Especial
5171,Sport Edition 1
5172,Edition 1
5173,Guard VR9
5174,415 CDI Extra
5175,515 CDI Extra
5176,Larga
5177,Longhorn
5178,Outsider
5179,Doble Cabina
5180,S209
5181,M40i First Edition
5182,Aperta
5183,GLI S
5184,GLI 35th Anniversary Edition
5186,Unlimited Moab
5187,Red Sport 400
5188,Rubicon Deluxe
5189,PHEV ALL4
5190,Laramie Sport
5191,M Competition
5192,M35i
5193,SE Plug-In Hybrid
5194,SEL Plug-In Hybrid
5195,Titanium Plug-In Hybrid
5196,Designer Collection
5197,Checkered Flag
5209,xDrive40i Executive
5210,xDrive40i M Sport
5211,xDrive40i X Line
5212,xDrive50i X Line
5213,xDrive40i Pure Excellence
5214,xDrive50i Pure Excellence
5215,1 Million Edition
5221,1957 Retro Edition
5222,Iron Man Edition
5223,Upland
5224,Limited X
5225,Ultra Luxury
5226,HSE PHEV
5227,SL Plus
5228,SV Plus
5229,Hybrid Limited Platinum
5230,SEL Premium R-Line
5231,True North
5232,Plug-In Hybrid SX
5233,Spider Italia
5234,HD Limited
5235,GLI Edicion Aniversario
5236,S Diesel Platinum Edition
5237,250 Diesel
5246,Limited XT
5248,Touring XT
5249,Onyx Edition XT
5271,SE Blacktop
5272,Sport Line Plus
5273,sDrive20i Sport Line
5274,Estandar
5275,Estandar Plus
5276,Mayor
5277,Mayor TT
5278,EX Tech
5279,M50i
5348,ZE
5364,Connect Intens
5365,RWS
5366,Performance Spyder
5367,LP770-4 SVJ
5368,EVO
5369,Black Label Grand Touring
5370,SE Black Edition
5371,S Coupe
5372,Turbo Coupe
5373,Superleggera Volante
5379,80th Anniversary Coach Door Edition
5380,Coach Door Edition
5381,GR
5382,T8 Polestar
5384,SRT Hellcat Widebody
5386,R/T Scat Pack Widebody
5387,SRT Hellcat Redeye Widebody
5389,SE Sport Hybrid
5390,Aileron
5391,Aileron Spyder
5392,Preliator
5393,Preliator Spyder
5394,Limited GT
5395,Premier GT
5396,Outdoor XT
5397,Premier XT
5398,E-Hybrid Coupe
5399,Turbo S E-Hybrid Coupe
5413,GO Advance
5414,GO Exclusive
5415,GO Sense
5421,Last Edition
5422,Black Badge
5423,SE Value
5424,sDrive40i
5425,Edition 35 Years
5426,Laviolette
5427,Nightshade
5428,Venture
5429,Hakone Edition
5430,TRD
5448,SE Nightshade
5451,SE R-Line Black
5452,S-Line Premium
5453,ProASSIST
5497,M Sport Plus
5498,Regular
5499,sDrive M40i
5501,James Bond Edition
5517,xDrive40i Protection
5610,Red Sport ProACTIVE
5611,Sport ProACTIVE
5612,Neiman Marcus
5613,Eagle VIII
5614,EVO Spyder
5615,Standard Plus
5619,Trail Boss
5628,11.5M
5629,9.5M
5630,Smart
5636,4Matic+
5638,Beats
5639,Boosterjet Sport
5640,Boosterjet AG
5641,T5 Ignite
